total_pymnt_inv,int_rate,out_prncp,purpose,total_pymnt,zip_code,funded_amnt_inv,dti,revol_util,term,delinq_2yrs,total_rec_prncp,out_prncp_inv,emp_length,verification_status,funded_amnt,disbursement_method,home_ownership,loan_amnt,revol_bal,pub_rec,total_rec_int,recoveries,grade,addr_state,sub_grade,mths_since_last_record,total_bc_limit,inq_last_6mths,all_util,annual_inc,collection_recovery_fee,default_flag
22466.4,12.99,15903.34,home_improvement,22466.4,641xx,30000.0,24.84,10.8,60 months,0,14096.66,15903.34,1.0,Source Verified,30000,Cash,MORTGAGE,30000,5225,0,8369.74,0.0,C,MO,C2,76.0,36500,0.0,43.0,60000.0,0.0,0.0
35625.18,16.55,0.0,debt_consolidation,35796.8700017754,270xx,31125.0,19.34,62.4,60 months,0,31275.0,0.0,6.0,Source Verified,31275,Cash,MORTGAGE,31275,32255,0,4521.87,0.0,D,NC,D2,76.0,18000,0.0,53.0,65156.76,0.0,0.0
9623.56,5.31,31652.21,debt_consolidation,9623.56,917xx,40000.0,18.04,16.5,36 months,0,8347.79,31652.21,10.0,Not Verified,40000,DirectPay,RENT,40000,28392,0,1275.77,0.0,A,CA,A1,76.0,160900,1.0,23.0,110000.0,0.0,0.0
21448.32,13.49,4187.43,debt_consolidation,21448.32,064xx,21000.0,26.23,64.9,36 months,0,16812.57,4187.43,10.0,Verified,21000,Cash,MORTGAGE,21000,62730,0,4635.75,0.0,C,CT,C2,76.0,51300,0.0,68.0,125000.0,0.0,0.0
1195.57,10.08,4390.43,debt_consolidation,1195.57,913xx,5300.0,9.92,4.4,36 months,0,909.57,4390.43,10.0,Not Verified,5300,Cash,OWN,5300,1386,0,286.0,0.0,B,CA,B1,76.0,25200,0.0,30.0,30000.0,0.0,0.0
19655.54,13.99,2390.36,debt_consolidation,19655.54,190xx,18000.0,18.9,61.7,36 months,2,15609.64,2390.36,6.0,Verified,18000,Cash,MORTGAGE,18000,4441,0,4045.9,0.0,C,PA,C3,76.0,5300,2.0,69.0,88000.0,0.0,0.0
7780.02,10.42,14011.77,credit_card,7780.02,013xx,20000.0,21.69,50.3,36 months,0,5988.23,14011.77,10.0,Not Verified,20000,DirectPay,MORTGAGE,20000,32506,0,1791.79,0.0,B,MA,B3,76.0,61600,0.0,63.0,45000.0,0.0,0.0
3740.83,7.21,26977.09,debt_consolidation,3740.83,992xx,30000.0,28.05,46.6,36 months,0,3022.91,26977.09,10.0,Not Verified,30000,Cash,RENT,30000,27240,0,717.92,0.0,A,WA,A3,76.0,28000,0.0,67.0,83000.0,0.0,0.0
14579.76,9.75,0.0,debt_consolidation,14579.76,201xx,14075.0,28.49,18.5,36 months,0,14075.0,0.0,10.0,Not Verified,14075,Cash,RENT,14075,15968,0,504.76,0.0,B,VA,B3,76.0,64500,1.0,26.0,32000.0,0.0,0.0
4663.97,6.99,1299.15,car,4663.97,554xx,5400.0,13.59,13.6,36 months,0,4100.85,1299.15,2.0,Not Verified,5400,Cash,MORTGAGE,5400,887,0,563.12,0.0,A,MN,A2,76.0,1000,1.0,58.0,32500.0,0.0,0.0
2340.17,7.46,6472.27,credit_card,2340.17,602xx,8400.0,17.39,60.9,36 months,0,1927.73,6472.27,3.0,Not Verified,8400,Cash,RENT,8400,24551,0,412.44,0.0,A,IL,A4,76.0,27300,0.0,69.0,150000.0,0.0,0.0
2923.25,10.49,567.24,debt_consolidation,2923.25,134xx,3000.0,14.17,23.0,36 months,0,2432.76,567.24,10.0,Source Verified,3000,Cash,MORTGAGE,3000,7107,0,490.49,0.0,B,NY,B3,76.0,11400,0.0,38.0,38500.0,0.0,0.0
27520.13,16.29,19842.94,major_purchase,27520.13,070xx,35000.0,10.2,71.2,60 months,4,15157.06,19842.94,3.0,Verified,35000,Cash,MORTGAGE,35000,23343,0,12363.07,0.0,D,NJ,D1,76.0,21700,0.0,79.0,300000.0,0.0,0.0
2692.16,11.98,10461.96,debt_consolidation,2692.16,550xx,12000.0,5.23,9.7,60 months,0,1538.04,10461.96,3.0,Not Verified,12000,Cash,RENT,12000,2530,2,1154.12,0.0,B,MN,B5,73.0,20400,0.0,27.0,70000.0,0.0,0.0
11635.57,10.49,0.0,debt_consolidation,11635.57,921xx,10000.0,16.41,74.3,36 months,0,10000.0,0.0,6.0,Source Verified,10000,Cash,RENT,10000,9439,1,1635.57,0.0,B,CA,B3,57.0,9500,1.0,60.0,65000.0,0.0,0.0
782.32,11.06,5449.51,debt_consolidation,782.32,011xx,6025.0,15.85,17.0,36 months,0,575.49,5449.51,6.0,Not Verified,6025,Cash,RENT,6025,1942,1,206.83,0.0,B,MA,B3,107.0,5900,2.0,17.0,10000.0,0.0,0.0
2726.5,10.49,749.92,credit_card,2726.5,840xx,3000.0,24.93,34.6,36 months,0,2250.08,749.92,4.0,Source Verified,3000,Cash,RENT,3000,6156,0,476.42,0.0,B,UT,B2,76.0,17800,0.0,70.0,40000.0,0.0,0.0
1952.22,7.34,5391.32,credit_card,1952.22,433xx,7000.0,24.86,29.3,36 months,0,1608.68,5391.32,9.0,Source Verified,7000,Cash,RENT,7000,5422,0,343.54,0.0,A,OH,A4,76.0,15000,1.0,63.0,43200.0,0.0,0.0
2175.28,19.92,20153.23,credit_card,2175.28,913xx,21000.0,24.49,67.5,60 months,2,846.77,20153.23,10.0,Verified,21000,Cash,MORTGAGE,21000,39271,0,1328.51,0.0,D,CA,D3,76.0,29500,0.0,68.0,115000.0,0.0,0.0
1409.02,13.56,20018.84,debt_consolidation,1409.02,331xx,20975.0,13.77,60.0,36 months,0,956.16,20018.84,2.0,Not Verified,20975,DirectPay,RENT,20975,14749,0,452.86,0.0,C,FL,C1,76.0,24600,2.0,69.0,195000.0,0.0,0.0
10124.89,13.67,0.0,other,10124.89,870xx,10000.0,17.16,40.1,36 months,0,10000.0,0.0,3.0,Verified,10000,Cash,MORTGAGE,10000,37463,0,124.89,0.0,C,NM,C3,76.0,38000,2.0,55.0,142000.0,0.0,0.0
28498.54,12.79,0.0,debt_consolidation,28498.5422164579,761xx,24000.0,9.66,61.1,36 months,0,24000.0,0.0,5.0,Source Verified,24000,Cash,MORTGAGE,24000,16985,0,4498.54,0.0,C,TX,C1,76.0,16400,0.0,61.0,79360.0,0.0,0.0
2989.51,17.47,10647.97,debt_consolidation,2989.51,342xx,12000.0,10.26,38.0,60 months,0,1352.03,10647.97,3.0,Verified,12000,Cash,MORTGAGE,12000,3381,0,1637.48,0.0,D,FL,D1,76.0,7500,0.0,74.0,150000.0,0.0,0.0
12610.03,9.17,0.0,credit_card,12610.028752448,441xx,11000.0,21.34,84.8,36 months,0,11000.0,0.0,10.0,Not Verified,11000,Cash,MORTGAGE,11000,8137,0,1610.03,0.0,B,OH,B2,76.0,8600,1.0,67.0,69000.0,0.0,0.0
41249.56,12.99,0.0,debt_consolidation,41249.5554297516,945xx,35950.0,26.03,32.1,36 months,0,35950.0,0.0,3.0,Source Verified,35950,Cash,MORTGAGE,35950,33695,0,5299.56,0.0,C,CA,C2,76.0,101500,0.0,32.0,150000.0,0.0,0.0
409.08,8.81,6182.02,debt_consolidation,409.08,295xx,6500.0,25.44,33.4,36 months,0,317.98,6182.02,10.0,Not Verified,6500,Cash,RENT,6500,3837,0,91.1,0.0,A,SC,A5,76.0,8900,0.0,59.0,25000.0,0.0,0.0
6913.1,16.99,2154.39,credit_card,6913.1,144xx,7200.0,32.65,53.9,36 months,1,5045.61,2154.39,1.0,Not Verified,7200,Cash,RENT,7200,9489,0,1867.49,0.0,D,NY,D1,76.0,14100,0.0,56.0,20000.0,0.0,0.0
2289.37,11.39,0.0,credit_card,2289.373805027,782xx,2000.0,13.04,21.3,36 months,0,2000.0,0.0,2.0,Source Verified,2000,Cash,MORTGAGE,2000,8388,0,274.37,0.0,B,TX,B3,76.0,27500,1.0,51.0,65000.0,0.0,0.0
8840.48,7.34,33718.17,other,8840.48,565xx,40000.0,8.04,3.5,60 months,0,6281.83,33718.17,1.0,Source Verified,40000,Cash,OWN,40000,1828,0,2558.65,0.0,A,MN,A4,76.0,41600,0.0,76.0,137000.0,0.0,0.0
5219.41,12.62,8177.46,credit_card,5219.41,327xx,12000.0,30.32,56.9,36 months,1,3822.54,8177.46,10.0,Not Verified,12000,Cash,MORTGAGE,12000,17630,0,1396.87,0.0,C,FL,C1,76.0,23800,1.0,46.0,50000.0,0.0,0.0
1212.03,18.94,11502.37,debt_consolidation,1212.03,937xx,12000.0,13.32,40.7,60 months,0,497.63,11502.37,6.0,Verified,12000,Cash,RENT,12000,7329,1,714.4,0.0,D,CA,D2,101.0,16500,1.0,78.0,128000.0,0.0,0.0
11339.64,8.38,0.0,credit_card,11339.644824684,300xx,10000.0,8.37,92.6,36 months,2,10000.0,0.0,9.0,Source Verified,10000,Cash,OWN,10000,12690,0,1339.64,0.0,B,GA,B1,76.0,13700,0.0,84.0,250000.0,0.0,0.0
8113.24,19.99,1248.55,debt_consolidation,8113.24,726xx,7050.0,14.08,50.2,36 months,0,5801.45,1248.55,5.0,Source Verified,7050,Cash,RENT,7050,6230,2,2311.79,0.0,D,AR,D4,52.0,5300,4.0,41.0,26000.0,0.0,0.0
7621.97,18.94,25410.25,debt_consolidation,7628.33,921xx,29975.0,22.05,64.7,36 months,0,4589.75,25389.08,1.0,Verified,30000,Cash,OWN,30000,16231,0,3038.58,0.0,D,CA,D2,76.0,18100,0.0,74.0,48488.0,0.0,0.0
21923.65,9.16,0.0,credit_card,21923.6518337046,346xx,20000.0,11.47,28.0,60 months,1,20000.0,0.0,6.0,Verified,20000,Cash,MORTGAGE,20000,26702,0,1923.65,0.0,B,FL,B2,76.0,90500,0.0,28.0,50000.0,0.0,0.0
3714.06,20.0,6042.29,debt_consolidation,3714.06,327xx,8275.0,10.88,37.1,36 months,0,2232.71,6042.29,10.0,Not Verified,8275,Cash,MORTGAGE,8275,5232,0,1481.35,0.0,D,FL,D4,76.0,6500,3.0,43.0,45000.0,0.0,0.0
16817.32,26.24,13743.99,debt_consolidation,16817.32,113xx,20000.0,14.27,61.6,60 months,0,6256.01,13743.99,10.0,Source Verified,20000,Cash,RENT,20000,10410,0,10561.31,0.0,E,NY,E5,76.0,10900,0.0,80.0,80000.0,0.0,0.0
4682.93,20.89,33263.49,debt_consolidation,4682.93,201xx,35000.0,21.85,68.2,60 months,0,1736.51,33263.49,10.0,Verified,35000,Cash,MORTGAGE,35000,19788,0,2946.42,0.0,D,VA,D4,76.0,8100,0.0,82.0,86000.0,0.0,0.0
534.9,13.56,11716.63,debt_consolidation,534.9,480xx,12000.0,2.75,13.4,60 months,0,283.37,11716.63,3.0,Source Verified,12000,Cash,RENT,12000,4270,0,251.53,0.0,C,MI,C1,76.0,30000,0.0,13.0,47600.0,0.0,0.0
5120.59,26.31,0.0,vacation,5120.5858333344,891xx,5000.0,28.47,79.7,36 months,0,5000.0,0.0,6.0,Verified,5000,Cash,RENT,5000,50344,0,120.59,0.0,E,NV,E4,76.0,12900,0.0,79.0,120000.0,0.0,0.0
19916.36,11.49,0.0,medical,19916.3622083539,553xx,19075.0,2.02,8.4,36 months,0,19075.0,0.0,10.0,Source Verified,19075,Cash,RENT,19075,1670,0,841.36,0.0,B,MN,B5,76.0,13800,0.0,8.0,41496.0,0.0,0.0
1551.95,13.56,14899.77,credit_card,1551.95,072xx,16000.0,24.84,60.6,36 months,0,1100.23,14899.77,6.0,Verified,16000,Cash,RENT,16000,10239,0,451.72,0.0,C,NJ,C1,76.0,7500,0.0,36.0,46000.0,0.0,0.0
27666.05,11.99,10451.56,debt_consolidation,27666.05,393xx,30000.0,22.78,93.1,60 months,0,19548.44,10451.56,10.0,Verified,30000,Cash,MORTGAGE,30000,35105,0,8117.61,0.0,C,MS,C1,76.0,37700,0.0,102.0,110000.0,0.0,0.0
3867.74,10.33,37117.63,credit_card,3867.74,750xx,40000.0,8.49,45.2,36 months,1,2882.37,37117.63,3.0,Not Verified,40000,Cash,MORTGAGE,40000,11153,0,985.37,0.0,B,TX,B1,76.0,10200,1.0,45.0,120000.0,0.0,0.0
18790.32,7.99,3673.56,debt_consolidation,18790.32,980xx,20000.0,11.04,62.0,36 months,0,16326.44,3673.56,10.0,Not Verified,20000,Cash,MORTGAGE,20000,24747,0,2463.88,0.0,A,WA,A4,76.0,34900,0.0,62.0,100000.0,0.0,0.0
16630.51,9.17,0.0,credit_card,16630.51,281xx,16000.0,21.65,49.5,36 months,0,16000.0,0.0,4.0,Not Verified,16000,Cash,OWN,16000,10639,0,630.51,0.0,B,NC,B2,76.0,20900,0.0,67.0,70000.0,0.0,0.0
3630.77,7.35,13909.25,credit_card,3636.28,446xx,16475.0,18.58,46.0,60 months,0,2590.75,13888.17,10.0,Not Verified,16500,Cash,MORTGAGE,16500,14039,0,1045.53,0.0,A,OH,A4,76.0,16400,0.0,43.0,75000.0,0.0,0.0
1671.18,12.73,8827.55,credit_card,1671.18,605xx,10000.0,3.82,71.7,36 months,0,1172.45,8827.55,6.0,Verified,10000,Cash,MORTGAGE,10000,5091,0,498.73,0.0,B,IL,B5,76.0,4600,1.0,72.0,60000.0,0.0,0.0
31260.8,9.93,0.0,other,31260.8038506773,917xx,30000.0,7.99,3.7,60 months,1,30000.0,0.0,8.0,Source Verified,30000,Cash,RENT,30000,1004,0,1260.8,0.0,B,CA,B2,76.0,19900,1.0,7.0,90000.0,0.0,0.0
2070.12,18.94,26166.91,debt_consolidation,2070.12,852xx,27000.0,53.98,71.9,60 months,0,833.09,26166.91,10.0,Verified,27000,Cash,MORTGAGE,27000,20778,0,1237.03,0.0,D,AZ,D2,76.0,24000,0.0,79.0,52000.0,0.0,0.0
35018.07,16.99,0.0,debt_consolidation,35018.0730984993,871xx,30000.0,15.32,88.4,36 months,0,30000.0,0.0,1.0,Source Verified,30000,Cash,MORTGAGE,30000,31741,0,5018.07,0.0,D,NM,D1,76.0,30500,2.0,89.0,145000.0,0.0,0.0
1026.63,10.08,5622.04,car,1026.63,014xx,6400.0,10.46,40.7,36 months,0,777.96,5622.04,3.0,Not Verified,6400,Cash,MORTGAGE,6400,19317,0,248.67,0.0,B,MA,B1,76.0,38000,0.0,36.0,105000.0,0.0,0.0
8220.52,11.49,3004.56,credit_card,8220.52,300xx,9600.0,12.37,54.8,36 months,0,6595.44,3004.56,3.0,Verified,9600,Cash,RENT,9600,15081,0,1625.08,0.0,B,GA,B5,76.0,27500,0.0,73.0,59000.0,0.0,0.0
9620.7,20.75,5535.78,debt_consolidation,9620.7,705xx,10200.0,28.81,54.7,60 months,0,4664.22,5535.78,2.0,Verified,10200,Cash,MORTGAGE,10200,7332,0,4956.48,0.0,E,LA,E2,76.0,5000,0.0,73.0,48600.0,0.0,0.0
20960.58,12.99,0.0,debt_consolidation,20960.5782716172,481xx,18000.0,13.13,26.5,60 months,0,18000.0,0.0,6.0,Not Verified,18000,Cash,RENT,18000,3892,1,2960.58,0.0,C,MI,C2,52.0,13400,2.0,61.0,70000.0,0.0,0.0
3481.78,10.07,9329.42,medical,3481.78,539xx,12000.0,21.62,5.7,36 months,0,2670.58,9329.42,10.0,Source Verified,12000,Cash,RENT,12000,1466,1,811.2,0.0,B,WI,B2,46.0,17400,0.0,10.0,55000.0,0.0,0.0
9017.24,14.46,6671.23,debt_consolidation,9017.24,750xx,12000.0,10.93,43.6,60 months,0,5328.77,6671.23,1.0,Source Verified,12000,Cash,RENT,12000,6972,0,3688.47,0.0,C,TX,C4,76.0,13800,0.0,43.0,28662.0,0.0,0.0
4014.43,12.62,7075.22,credit_card,4014.43,080xx,10000.0,15.26,67.5,36 months,0,2924.78,7075.22,10.0,Verified,10000,Cash,MORTGAGE,10000,14647,0,1089.65,0.0,C,NJ,C1,76.0,14000,1.0,52.0,85000.0,0.0,0.0
3849.81,13.56,25970.93,home_improvement,3849.81,088xx,28000.0,8.48,42.3,60 months,0,2029.07,25970.93,9.0,Not Verified,28000,Cash,MORTGAGE,28000,6685,1,1820.74,0.0,C,NJ,C1,95.0,7000,0.0,44.0,72000.0,0.0,0.0
2039.56,13.56,13356.48,debt_consolidation,2039.56,652xx,14400.0,34.98,5.7,60 months,0,1043.52,13356.48,10.0,Verified,14400,Cash,MORTGAGE,14400,1281,0,996.04,0.0,C,MO,C1,76.0,14300,3.0,56.0,37500.0,0.0,0.0
7188.93,10.99,1393.52,debt_consolidation,7188.93,951xx,7325.0,10.4,24.3,36 months,0,5931.48,1393.52,9.0,Source Verified,7325,Cash,RENT,7325,8507,0,1257.45,0.0,B,CA,B4,76.0,29000,0.0,46.0,73000.0,0.0,0.0
2537.06,10.07,13406.96,debt_consolidation,2537.06,775xx,15000.0,18.92,11.2,60 months,0,1593.04,13406.96,10.0,Not Verified,15000,Cash,MORTGAGE,15000,6468,0,944.02,0.0,B,TX,B2,76.0,18300,0.0,39.0,68000.0,0.0,0.0
2812.62,14.52,13567.72,debt_consolidation,2812.62,485xx,15000.0,15.17,72.1,60 months,1,1432.28,13567.72,10.0,Source Verified,15000,Cash,MORTGAGE,15000,15290,0,1380.34,0.0,C,MI,C3,76.0,18000,0.0,64.0,160000.0,0.0,0.0
7888.82,9.16,0.0,debt_consolidation,7888.8230992551,782xx,7200.0,14.99,63.9,36 months,0,7200.0,0.0,5.0,Source Verified,7200,Cash,RENT,7200,7284,0,688.82,0.0,B,TX,B2,76.0,7800,0.0,48.0,50000.0,0.0,0.0
2431.48,8.46,28369.17,credit_card,2431.48,023xx,30000.0,15.71,69.9,60 months,0,1630.83,28369.17,10.0,Source Verified,30000,DirectPay,MORTGAGE,30000,35372,0,800.65,0.0,A,MA,A5,76.0,41400,0.0,58.0,85000.0,0.0,0.0
41012.36,10.47,0.0,debt_consolidation,41012.3634034782,940xx,40000.0,3.76,35.0,36 months,1,40000.0,0.0,1.0,Not Verified,40000,Cash,RENT,40000,26357,0,1012.36,0.0,B,CA,B2,76.0,66300,0.0,35.0,150000.0,0.0,0.0
1928.14,10.33,28564.99,debt_consolidation,1928.14,227xx,30000.0,21.78,75.2,36 months,0,1435.01,28564.99,4.0,Verified,30000,DirectPay,MORTGAGE,30000,31492,0,493.13,0.0,B,VA,B1,76.0,41900,0.0,79.0,93000.0,0.0,0.0
11276.5,8.08,30886.84,credit_card,11276.5,070xx,40000.0,25.86,36.0,36 months,0,9113.16,30886.84,10.0,Not Verified,40000,Cash,RENT,40000,38600,0,2163.34,0.0,A,NJ,A5,76.0,172800,2.0,39.0,97000.0,0.0,0.0
12406.46,23.99,0.0,debt_consolidation,12406.4552494928,580xx,9500.0,21.42,16.7,36 months,3,9500.0,0.0,1.0,Verified,9500,Cash,RENT,9500,2628,1,2906.46,0.0,F,ND,F3,84.0,3100,2.0,58.0,60000.0,0.0,0.0
7301.37,6.19,23805.02,credit_card,7301.37,411xx,30000.0,6.9,43.0,36 months,0,6194.98,23805.02,5.0,Verified,30000,Cash,MORTGAGE,30000,12413,0,1106.39,0.0,A,KY,A2,76.0,16500,0.0,44.0,125000.0,0.0,0.0
25518.09,6.99,0.0,debt_consolidation,25518.0896150469,830xx,25000.0,4.57,30.7,36 months,0,25000.0,0.0,5.0,Source Verified,25000,Cash,MORTGAGE,25000,36355,0,518.09,0.0,A,WY,A2,76.0,104000,0.0,31.0,152500.0,0.0,0.0
10335.26,16.46,0.0,debt_consolidation,10335.2630261786,481xx,10000.0,15.23,56.0,60 months,0,10000.0,0.0,3.0,Source Verified,10000,DirectPay,OWN,10000,10078,0,335.26,0.0,C,MI,C5,76.0,16000,0.0,100.0,55000.0,0.0,0.0
21664.57,14.49,0.0,debt_consolidation,21664.5736381743,850xx,18000.0,25.23,62.7,60 months,0,18000.0,0.0,10.0,Not Verified,18000,Cash,MORTGAGE,18000,14166,1,3664.57,0.0,C,AZ,C4,75.0,10600,0.0,57.0,108000.0,0.0,0.0
4349.08,7.96,9062.9,debt_consolidation,4349.08,850xx,12600.0,7.57,51.5,36 months,0,3537.1,9062.9,10.0,Not Verified,12600,Cash,MORTGAGE,12600,11786,1,811.98,0.0,A,AZ,A5,83.0,16000,1.0,54.0,194000.0,0.0,0.0
23014.86,14.46,14134.92,credit_card,23014.86,463xx,28000.0,12.55,84.2,60 months,0,13865.08,14134.92,10.0,Not Verified,28000,Cash,MORTGAGE,28000,32181,0,9149.78,0.0,C,IN,C4,76.0,36600,0.0,85.0,92000.0,0.0,0.0
21194.21,10.75,13503.58,credit_card,21194.21,761xx,28000.0,12.7,93.2,60 months,0,14496.42,13503.58,10.0,Source Verified,28000,Cash,RENT,28000,23572,0,6697.79,0.0,B,TX,B4,76.0,24700,0.0,93.0,65000.0,0.0,0.0
12761.21,6.71,27026.01,credit_card,12761.21,975xx,37775.0,14.99,64.7,36 months,0,10748.99,27026.01,1.0,Verified,37775,Cash,MORTGAGE,37775,66067,0,2012.22,0.0,A,OR,A3,76.0,101100,0.0,58.0,200000.0,0.0,0.0
8755.79,6.08,16479.94,other,8755.79,943xx,24000.0,0.13,4.2,36 months,0,7520.06,16479.94,3.0,Source Verified,24000,Cash,RENT,24000,1256,0,1235.73,0.0,A,CA,A2,76.0,30000,0.0,4.0,200000.0,0.0,0.0
2272.09,10.49,624.94,credit_card,2272.09,945xx,2500.0,13.04,20.0,36 months,0,1875.06,624.94,10.0,Source Verified,2500,Cash,RENT,2500,3968,0,397.03,0.0,B,CA,B2,76.0,9400,0.0,44.0,80000.0,0.0,0.0
4413.75,11.05,11700.49,credit_card,4413.75,325xx,15000.0,17.77,85.2,36 months,0,3299.51,11700.49,10.0,Source Verified,15000,Cash,RENT,15000,9633,0,1114.24,0.0,B,FL,B4,76.0,10700,0.0,80.0,46000.0,0.0,0.0
10517.18,17.09,30156.17,debt_consolidation,10517.18,290xx,35000.0,14.08,91.5,60 months,0,4843.83,30156.17,6.0,Verified,35000,Cash,RENT,35000,18032,0,5673.35,0.0,D,SC,D1,76.0,15500,0.0,65.0,115790.0,0.0,0.0
4947.3,16.91,31526.12,debt_consolidation,4947.3,430xx,33775.0,30.93,75.0,60 months,1,2248.88,31526.12,10.0,Source Verified,33775,Cash,MORTGAGE,33775,37787,0,2698.42,0.0,C,OH,C5,76.0,32700,0.0,75.0,154000.0,0.0,0.0
3623.77,15.49,9932.61,medical,3623.77,633xx,12250.0,10.08,5.6,60 months,0,2317.39,9932.61,9.0,Verified,12250,Cash,RENT,12250,773,1,1306.38,0.0,C,MO,C4,80.0,12300,3.0,39.0,48000.0,0.0,0.0
23654.41,11.99,15822.56,debt_consolidation,23654.41,324xx,31200.0,22.35,78.2,60 months,0,15377.44,15822.56,1.0,Source Verified,31200,Cash,MORTGAGE,31200,18218,0,8276.97,0.0,C,FL,C1,76.0,17400,0.0,94.0,95000.0,0.0,0.0
5791.62,10.9,15592.82,credit_card,5872.36,743xx,19725.0,34.28,16.9,36 months,0,4407.18,15378.41,2.0,Not Verified,20000,Cash,MORTGAGE,20000,5263,0,1465.18,0.0,B,OK,B4,76.0,11200,0.0,40.0,25917.87,0.0,0.0
8076.71,13.67,5003.77,debt_consolidation,8076.71,472xx,10000.0,24.31,36.1,60 months,0,4996.23,5003.77,10.0,Not Verified,10000,Cash,RENT,10000,469,3,3080.48,0.0,C,IN,C3,46.0,1300,1.0,75.0,32000.0,0.0,0.0
5258.59,11.55,36953.25,debt_consolidation,5258.59,107xx,40000.0,9.11,51.3,60 months,0,3046.75,36953.25,1.0,Source Verified,40000,Cash,RENT,40000,28109,0,2211.84,0.0,B,NY,B4,76.0,48800,0.0,55.0,123000.0,0.0,0.0
20988.37,18.49,0.0,debt_consolidation,20988.3681958083,021xx,15400.0,37.59,82.4,60 months,0,15400.0,0.0,1.0,Source Verified,15400,Cash,RENT,15400,19769,0,5588.37,0.0,E,MA,E2,76.0,23400,1.0,58.0,35000.0,0.0,0.0
13629.62,19.99,4191.25,debt_consolidation,13629.62,890xx,13600.0,13.65,46.0,36 months,0,9408.75,4191.25,2.0,Verified,13600,Cash,RENT,13600,18353,0,4220.87,0.0,D,NV,D4,76.0,23000,0.0,55.0,90000.0,0.0,0.0
13669.41,5.32,22998.97,credit_card,13669.41,891xx,35000.0,17.54,55.6,36 months,0,12001.03,22998.97,10.0,Verified,35000,DirectPay,OWN,35000,78009,0,1668.38,0.0,A,NV,A1,76.0,109800,1.0,56.0,250000.0,0.0,0.0
3364.58,9.17,0.0,other,3364.5825852297,992xx,3000.0,22.83,10.7,36 months,0,3000.0,0.0,6.0,Verified,3000,Cash,MORTGAGE,3000,1956,0,364.58,0.0,B,WA,B2,76.0,18200,0.0,47.0,34486.0,0.0,0.0
21377.58,9.16,0.0,credit_card,21662.615255637,200xx,18750.0,13.07,57.6,36 months,0,19000.0,0.0,2.0,Not Verified,19000,Cash,RENT,19000,20917,0,2662.62,0.0,B,DC,B2,76.0,36000,1.0,53.0,66000.0,0.0,0.0
6238.53,12.79,1442.62,debt_consolidation,6238.53,170xx,6400.0,19.64,91.6,36 months,2,4957.38,1442.62,6.0,Source Verified,6400,Cash,MORTGAGE,6400,5037,0,1281.15,0.0,C,PA,C1,76.0,2500,0.0,64.0,50000.0,0.0,0.0
1607.91,20.89,9399.37,debt_consolidation,1607.91,761xx,10000.0,9.18,42.6,60 months,1,600.63,9399.37,2.0,Not Verified,10000,Cash,MORTGAGE,10000,12640,0,1007.28,0.0,D,TX,D4,76.0,6500,0.0,43.0,60000.0,0.0,0.0
727.29,6.11,5386.17,credit_card,727.29,921xx,6000.0,7.33,50.8,36 months,0,613.83,5386.17,9.0,Not Verified,6000,DirectPay,MORTGAGE,6000,5590,0,113.46,0.0,A,CA,A1,76.0,11000,0.0,81.0,55000.0,0.0,0.0
1381.03,10.47,12156.38,other,1381.03,836xx,13000.0,10.23,29.0,60 months,0,843.62,12156.38,8.0,Source Verified,13000,Cash,MORTGAGE,13000,10137,0,537.41,0.0,B,ID,B2,76.0,22500,0.0,41.0,80000.0,0.0,0.0
6623.62,11.49,0.0,debt_consolidation,6623.6218486157,040xx,6000.0,11.17,50.6,36 months,0,6000.0,0.0,10.0,Source Verified,6000,Cash,MORTGAGE,6000,7237,0,623.62,0.0,B,ME,B5,76.0,7000,1.0,61.0,75000.0,0.0,0.0
6598.6,19.42,13993.4,other,6616.98,016xx,17950.0,16.16,46.6,36 months,0,4006.6,13954.53,10.0,Not Verified,18000,Cash,RENT,18000,4896,3,2610.38,0.0,D,MA,D3,56.0,6200,2.0,60.0,52000.0,0.0,0.0
17355.26,17.57,0.0,debt_consolidation,17355.2571468645,773xx,13000.0,7.11,75.8,60 months,0,13000.0,0.0,1.0,Source Verified,13000,Cash,RENT,13000,9550,0,4355.26,0.0,D,TX,D4,76.0,6300,0.0,58.0,50500.0,0.0,0.0
2506.74,12.73,13241.36,debt_consolidation,2506.74,907xx,15000.0,32.98,75.8,36 months,0,1758.64,13241.36,6.0,Not Verified,15000,Cash,OWN,15000,136852,0,748.1,0.0,B,CA,B5,76.0,50500,2.0,55.0,140000.0,0.0,0.0
26610.38,6.97,0.0,credit_card,26610.3843280647,926xx,24000.0,22.69,56.8,36 months,1,24000.0,0.0,10.0,Not Verified,24000,Cash,OWN,24000,25570,0,2610.38,0.0,A,CA,A3,76.0,34500,0.0,81.0,130000.0,0.0,0.0
11924.86,7.34,25108.44,debt_consolidation,11933.38,076xx,34975.0,48.72,69.5,36 months,2,9891.56,25090.5,5.0,Verified,35000,Cash,RENT,35000,159419,0,2041.82,0.0,A,NJ,A4,76.0,33700,0.0,60.0,100000.0,0.0,0.0
4960.04,10.49,0.0,credit_card,4960.040797381,182xx,4500.0,14.63,48.2,36 months,0,4500.0,0.0,2.0,Not Verified,4500,Cash,MORTGAGE,4500,6796,0,460.04,0.0,B,PA,B3,76.0,4600,0.0,61.0,32000.0,0.0,0.0
